id,text,language,label,sub_category
734,"Dystrybutor: Biedronka, ul. Julianowska 93, Poznań",pl,Manufacturer Name and Address,manufacturer_info
735,Shake well before use,en,Usage Instructions,preparation_guide
736,프로바이오틱스 함유,ko,Nutritional and Health Claims,health_claim
737,Kullanmadan önce iyice çalkalayın,tr,Usage Instructions,preparation_guide
738,Nettogewicht: 450g,de,Net Quantity of Contents,weight_volume
739,Срок годности: 08/2027,ru,Sell-By / Best-Before / Expiry Dates,expiry_date
740,Sugar-Free,en,Nutritional and Health Claims,health_claim
741,Cuocere a 180°C per 25 minuti,it,Usage Instructions,preparation_guide
742,진짜 과일로 만듦,ko,Marketing Claims,promotional_text
743,يحتوي على: سمك,ar,Allergy Labeling,allergen_warning
744,砂糖ゼロ,ja,Nutritional and Health Claims,health_claim
745,Agriculture Biologique UE,fr,Certifications,certification_mark
746,Contenuto netto 300g,it,Net Quantity of Contents,weight_volume
747,250 ml e,de,Net Quantity of Contents,weight_volume
748,Serin ve kuru bir yerde saklayın,tr,Storage Instructions,storage_guidance
749,"함유 성분: 우유, 대두, 밀, 계란",ko,Allergy Labeling,allergen_warning
750,MHD: 01/2027,de,Sell-By / Best-Before / Expiry Dates,expiry_date
751,المراعي حليب طازج كامل الدسم,ar,Product Name and Identity,brand_product
752,Gusto Ricco e Cremoso,it,Marketing Claims,promotional_text
753,BEST BEFORE END: 09/2026,en,Sell-By / Best-Before / Expiry Dates,expiry_date
754,Натурально вкусно,ru,Marketing Claims,promotional_text
755,HACCP認証,ja,Certifications,certification_mark
756,كوشر معتمد,ar,Certifications,certification_mark
757,POIDS NET 500g,fr,Net Quantity of Contents,weight_volume
758,풍부하고 크리미한 맛,ko,Marketing Claims,promotional_text
759,"Valori Nutrizionali per 100g: Energia 1680kJ/400kcal, Grassi 15g (di cui acidi grassi saturi 7g), Carboidrati 60g (di cui zuccheri 25g), Proteine 8g, Sale 0,5g",it,Nutritional Fact Label,nutrition_table
760,原料：水、乳製品、ココアパウダー、植物油脂、加工デンプン,ja,Ingredients,ingredient_list
761,Богатый и кремовый вкус,ru,Marketing Claims,promotional_text
762,カルビーポテトチップス うすしお味,ja,Product Name and Identity,brand_product
763,www.wimm-bill-dann.ru,ru,Emails or Website URL,contact_info
764,"Distribuido por: Grupo Bimbo, Paseo de la Reforma 483, Ciudad de México",es,Manufacturer Name and Address,manufacturer_info
765,6 x 330ml,es,Net Quantity of Contents,weight_volume
766,Ben & Jerry's Chunky Monkey Ice Cream,en,Product Name and Identity,brand_product
767,浓郁香滑口感,zh,Marketing Claims,promotional_text
768,DLC: 12/2026,fr,Sell-By / Best-Before / Expiry Dates,expiry_date
769,Годен до: 02/2028,ru,Sell-By / Best-Before / Expiry Dates,expiry_date
770,"INGREDIENTES: Água, Concentrado de tomate, Sal, Especiarias",pt,Ingredients,ingredient_list
771,Source de vitamine D,fr,Nutritional and Health Claims,health_claim
772,開封後は冷蔵保存し3日以内にお召し上がりください,ja,Storage Instructions,storage_guidance
773,BEST BEFORE END: 10/2027,en,Sell-By / Best-Before / Expiry Dates,expiry_date
774,Contient des probiotiques,fr,Nutritional and Health Claims,health_claim
775,Puede contener MOSTAZA,es,Allergy Labeling,allergen_warning
776,www.carrefour.fr,fr,Emails or Website URL,contact_info
777,www.savola.com,ar,Emails or Website URL,contact_info
778,Certificato Halal,it,Certifications,certification_mark
779,kundenservice@ferrero.de,de,Emails or Website URL,contact_info
780,内容量：1kg,ja,Net Quantity of Contents,weight_volume
781,"1,5 L",it,Net Quantity of Contents,weight_volume
782,Ten minste houdbaar tot: 08/2026,nl,Sell-By / Best-Before / Expiry Dates,expiry_date
783,Premium Quality,en,Marketing Claims,promotional_text
784,CONTIENT: POISSON,fr,Allergy Labeling,allergen_warning
785,Yeni ve Geliştirilmiş Tarif!,tr,Marketing Claims,promotional_text
786,グリコポッキー チョコレート,ja,Product Name and Identity,brand_product
787,含有：牛奶、大豆、小麦、鸡蛋,zh,Allergy Labeling,allergen_warning
788,www.ulker.com.tr,tr,Emails or Website URL,contact_info
789,減塩,ja,Nutritional and Health Claims,health_claim
790,净含量：1千克,zh,Net Quantity of Contents,weight_volume
791,Przechowywać w temp. 0-4°C,pl,Storage Instructions,storage_guidance
792,Сделано с настоящими фруктами,ru,Marketing Claims,promotional_text
793,Conservar en frío a 0-4°C,es,Storage Instructions,storage_guidance
794,フェアトレード認証,ja,Certifications,certification_mark
795,Rico en Omega-3,es,Nutritional and Health Claims,health_claim
796,contato@marca.com.br,pt,Emails or Website URL,contact_info
797,Nutella® Pâte à Tartiner,fr,Product Name and Identity,brand_product
798,ALLERGENS: See ingredients in BOLD,en,Allergy Labeling,allergen_warning
799,Guaraná Antarctica,pt,Product Name and Identity,brand_product
800,In 200ml kochendem Wasser auflösen und umrühren,de,Usage Instructions,preparation_guide
801,Low Fat,en,Nutritional and Health Claims,health_claim
802,Conserver à l'abri de la lumière directe du soleil,fr,Storage Instructions,storage_guidance
803,전자레인지 고출력 90초,ko,Usage Instructions,preparation_guide
804,Может содержать следы АРАХИСА и ОРЕХОВ,ru,Allergy Labeling,allergen_warning
805,Source of Vitamin D,en,Nutritional and Health Claims,health_claim
806,HACCP认证,zh,Certifications,certification_mark
807,Itambé Leite Integral,pt,Product Name and Identity,brand_product
808,250 ml,pl,Net Quantity of Contents,weight_volume
809,"Contains: Water, Milk powder, Cocoa powder (3%), Vegetable oil, Modified starch",en,Ingredients,ingredient_list
810,Bajo en grasa,es,Nutritional and Health Claims,health_claim
811,Fairtrade Gecertificeerd,nl,Certifications,certification_mark
812,HACCP Certified,en,Certifications,certification_mark
813,Wapń przyczynia się do utrzymania prawidłowych kości,pl,Nutritional and Health Claims,health_claim
814,Fry in hot oil for 3-4 minutes until golden brown,en,Usage Instructions,preparation_guide
815,250ml,ko,Net Quantity of Contents,weight_volume
816,100% 천연 재료,ko,Marketing Claims,promotional_text
817,Naturalnie pyszne,pl,Marketing Claims,promotional_text
818,"İÇİNDEKİLER: Su, Domates salçası, Tuz, Baharatlar",tr,Ingredients,ingredient_list
819,本物の果実使用,ja,Marketing Claims,promotional_text
820,Sem adição de açúcar,pt,Nutritional and Health Claims,health_claim
821,Contains CELERY and LUPIN,en,Allergy Labeling,allergen_warning
822,Helal Sertifikalı,tr,Certifications,certification_mark
823,The Original and Still the Best,en,Marketing Claims,promotional_text
824,Mit Eisen angereichert,de,Nutritional and Health Claims,health_claim
825,ピーナッツとナッツ類の微量混入の可能性あり,ja,Allergy Labeling,allergen_warning
826,Certificado Halal,es,Certifications,certification_mark
827,Perrier Eau Pétillante,fr,Product Name and Identity,brand_product
828,750ml ℮,it,Net Quantity of Contents,weight_volume
829,www.nestle.com.br,pt,Emails or Website URL,contact_info
830,"ZUTATEN: Weizenmehl, Zucker, Palmöl, Salz, Backtriebmittel (E500, E503)",de,Ingredients,ingredient_list
831,Organik Sertifikalı,tr,Certifications,certification_mark
832,Низкое содержание жира,ru,Nutritional and Health Claims,health_claim
833,"Distributed by: Kraft Foods Inc., Three Lakes Drive, Northfield, IL 60093, USA",en,Manufacturer Name and Address,manufacturer_info
834,"1,5 L",de,Net Quantity of Contents,weight_volume
835,कम वसा,hi,Nutritional and Health Claims,health_claim
836,非转基因认证,zh,Certifications,certification_mark
837,Ingredienti 100% Naturali,it,Marketing Claims,promotional_text
838,250 ml,tr,Net Quantity of Contents,weight_volume
839,visita: marca.es,es,Emails or Website URL,contact_info
840,Agitar bien antes de usar,es,Usage Instructions,preparation_guide
841,消費期限：2027年12月,ja,Sell-By / Best-Before / Expiry Dates,expiry_date
842,يفضل استهلاكه قبل: 12/2026,ar,Sell-By / Best-Before / Expiry Dates,expiry_date
843,CADUCIDAD: 07/2026,es,Sell-By / Best-Before / Expiry Dates,expiry_date
844,알레르기 유발 성분: 글루텐 함유,ko,Allergy Labeling,allergen_warning
845,제조일자: 03/2027,ko,Sell-By / Best-Before / Expiry Dates,expiry_date
846,Adicionar a 200ml de água fervente e mexer,pt,Usage Instructions,preparation_guide
847,"Por porção: Calorias 120, Gorduras 3g, Carboidratos 22g, Proteínas 2g",pt,Nutritional Fact Label,nutrition_table
848,明治おいしい牛乳,ja,Product Name and Identity,brand_product
849,Doğrudan güneş ışığından uzak tutun,tr,Storage Instructions,storage_guidance
850,750ml ℮,ko,Net Quantity of Contents,weight_volume
851,Najlepiej spożyć przed: 09/2027,pl,Sell-By / Best-Before / Expiry Dates,expiry_date
852,Вес нетто: 1 кг,ru,Net Quantity of Contents,weight_volume
853,Lu Petit Beurre Biscuits,fr,Product Name and Identity,brand_product
854,Aggiungere a 200ml di acqua bollente e mescolare,it,Usage Instructions,preparation_guide
855,森永ミルクキャラメル,ja,Product Name and Identity,brand_product
856,"Made by PepsiCo Inc., 700 Anderson Hill Road, Purchase, NY 10577, USA",en,Manufacturer Name and Address,manufacturer_info
857,180°C पर 25 मिनट पकाएं,hi,Usage Instructions,preparation_guide
858,Friggere in olio caldo per 3-4 minuti,it,Usage Instructions,preparation_guide
859,Val: 12/2027,pt,Sell-By / Best-Before / Expiry Dates,expiry_date
860,Сертифицировано без ГМО,ru,Certifications,certification_mark
861,Certificato HACCP,it,Certifications,certification_mark
862,CADUCIDAD: 04/2027,es,Sell-By / Best-Before / Expiry Dates,expiry_date
863,Koel bewaren bij 0-4°C,nl,Storage Instructions,storage_guidance
864,"Zawiera: Mleko, Jaja, Soję, Gluten, Emulgator (E322)",pl,Ingredients,ingredient_list
865,소비기한: 08/2026,ko,Sell-By / Best-Before / Expiry Dates,expiry_date
866,ISO 22000,es,Certifications,certification_mark
867,Alto contenido en fibra,es,Nutritional and Health Claims,health_claim
868,"수입원: 오리온, 서울특별시 용산구 청파로 396",ko,Manufacturer Name and Address,manufacturer_info
869,Bahlsen Leibniz Butterkekse,de,Product Name and Identity,brand_product
870,"SKŁADNIKI: Mąka pszenna, Cukier, Olej palmowy, Sól, Substancje spulchniające (E500, E503)",pl,Ingredients,ingredient_list
871,プロバイオティクス配合,ja,Nutritional and Health Claims,health_claim
872,请勿冷冻。保持冷藏。,zh,Storage Instructions,storage_guidance
873,قليل الدسم,ar,Nutritional and Health Claims,health_claim
874,"Valores por porción: Calorías 120, Grasas totales 3g, Carbohidratos 22g, Proteínas 2g",es,Nutritional Fact Label,nutrition_table
875,"निर्माता: अमूल डेयरी, आणंद, गुजरात 388001, भारत",hi,Manufacturer Name and Address,manufacturer_info
876,Sadia Peito de Frango Congelado,pt,Product Name and Identity,brand_product
877,Premium Kalite,tr,Marketing Claims,promotional_text
878,منتج في منشأة تتعامل مع السمسم,ar,Allergy Labeling,allergen_warning
879,Без добавления сахара,ru,Nutritional and Health Claims,health_claim
880,每份含量：热量120千卡，脂肪3克，碳水化合物22克，蛋白质2克,zh,Nutritional Fact Label,nutrition_table
881,Po otwarciu przechowywać w lodówce,pl,Storage Instructions,storage_guidance
882,Богат Омега-3,ru,Nutritional and Health Claims,health_claim
883,Puede contener trazas de CACAHUETES y FRUTOS DE CÁSCARA,es,Allergy Labeling,allergen_warning
884,Mulino Bianco Biscotti Frollini,it,Product Name and Identity,brand_product
885,Validade: 12/2026,pt,Sell-By / Best-Before / Expiry Dates,expiry_date
886,Data ważności: 10/2026,pl,Sell-By / Best-Before / Expiry Dates,expiry_date
887,"Fabricado por Danone S.A., Avenida de Burgos 16-18, 28036 Madrid, España",es,Manufacturer Name and Address,manufacturer_info
888,Rico em Ómega-3,pt,Nutritional and Health Claims,health_claim
889,Il calcio contribuisce al mantenimento di ossa normali,it,Nutritional and Health Claims,health_claim
890,Faire frire 3-4 minutes dans l'huile chaude,fr,Usage Instructions,preparation_guide
891,Cad: 02/2028,es,Sell-By / Best-Before / Expiry Dates,expiry_date
892,Wysokie zawartość błonnika,pl,Nutritional and Health Claims,health_claim
893,Contiene probióticos,es,Nutritional and Health Claims,health_claim
894,Certificado Vegano,es,Certifications,certification_mark
895,Sabor Rico y Cremoso,es,Marketing Claims,promotional_text
896,250 مل,ar,Net Quantity of Contents,weight_volume
897,Allergy Advice: Contains GLUTEN,en,Allergy Labeling,allergen_warning
898,Sem açúcar,pt,Nutritional and Health Claims,health_claim
899,750 مل ℮,ar,Net Quantity of Contents,weight_volume
900,Biologico Certificato,it,Certifications,certification_mark
901,ENTHÄLT: FISCH,de,Allergy Labeling,allergen_warning
902,بدون سكر مضاف,ar,Nutritional and Health Claims,health_claim
903,ISO 22000,ar,Certifications,certification_mark
904,Certyfikat ekologiczny,pl,Certifications,certification_mark
905,Geen toegevoegde suikers,nl,Nutritional and Health Claims,health_claim
906,내용량 500g,ko,Net Quantity of Contents,weight_volume
907,Quelle von Vitamin D,de,Nutritional and Health Claims,health_claim
908,Scad: 05/2026,it,Sell-By / Best-Before / Expiry Dates,expiry_date
909,3-4 Minuten in heißem Öl braten,de,Usage Instructions,preparation_guide
910,POIDS NET: 1 kg,fr,Net Quantity of Contents,weight_volume
911,من إنتاج المراعي، ص.ب. 354، الرياض 11411، المملكة العربية السعودية,ar,Manufacturer Name and Address,manufacturer_info
912,Fin: 08/2027,fr,Sell-By / Best-Before / Expiry Dates,expiry_date
913,有機認証,ja,Certifications,certification_mark
914,CONT. NETO 200g,es,Net Quantity of Contents,weight_volume
915,Conservare lontano dalla luce solare diretta,it,Storage Instructions,storage_guidance
916,Conservare in frigorifero dopo l'apertura,it,Storage Instructions,storage_guidance
917,新しい改良レシピ！,ja,Marketing Claims,promotional_text
918,Sans Colorants ni Arômes Artificiels,fr,Marketing Claims,promotional_text
919,Ten minste houdbaar tot: 01/2028,nl,Sell-By / Best-Before / Expiry Dates,expiry_date
920,BEST BEFORE END: 02/2028,en,Sell-By / Best-Before / Expiry Dates,expiry_date
921,Zonder Kunstmatige Kleurstoffen of Aroma's,nl,Marketing Claims,promotional_text
922,750ml ℮,de,Net Quantity of Contents,weight_volume
923,빙그레 바나나맛 우유,ko,Product Name and Identity,brand_product
924,固形量 280g,ja,Net Quantity of Contents,weight_volume
925,Conservar por debajo de 25°C,es,Storage Instructions,storage_guidance
926,Yüksek lif içeriği,tr,Nutritional and Health Claims,health_claim
927,"Distribuito da: Coop Italia, Via del Lavoro 6-8, 40033 Casalecchio di Reno",it,Manufacturer Name and Address,manufacturer_info
928,低脂肪,ja,Nutritional and Health Claims,health_claim
929,Nowa ulepszona receptura!,pl,Marketing Claims,promotional_text
930,Riche en Oméga-3,fr,Nutritional and Health Claims,health_claim
931,"Произведено: ООО Данон Россия, г. Москва, ул. Якорная, д. 7",ru,Manufacturer Name and Address,manufacturer_info
932,Oreo Original Cookies,en,Product Name and Identity,brand_product
933,1.5 لتر,ar,Net Quantity of Contents,weight_volume
934,Trakinas Biscoito Recheado,pt,Product Name and Identity,brand_product
935,25°C 이하에서 보관,ko,Storage Instructions,storage_guidance
936,प्रीमियम गुणवत्ता,hi,Marketing Claims,promotional_text
937,"Contient: Lait écrémé en poudre, Œufs, Émulsifiant (lécithine de soja E322)",fr,Ingredients,ingredient_list
938,atencioncliente@grupobimbo.com,es,Emails or Website URL,contact_info
939,Certyfikat Halal,pl,Certifications,certification_mark
940,Reduced Sodium,en,Nutritional and Health Claims,health_claim
941,हलाल प्रमाणित,hi,Certifications,certification_mark
942,100% Natural Ingredients,en,Marketing Claims,promotional_text
943,农场新鲜品质,zh,Marketing Claims,promotional_text
944,保质期至：02/2028,zh,Sell-By / Best-Before / Expiry Dates,expiry_date
945,유통기한: 11/2027,ko,Sell-By / Best-Before / Expiry Dates,expiry_date
946,保质期至：01/2028,zh,Sell-By / Best-Before / Expiry Dates,expiry_date
947,"Contém: Leite em pó desnatado, Ovos, Emulsificante (lecitina de soja E322)",pt,Ingredients,ingredient_list
948,Sem Corantes ou Sabores Artificiais,pt,Marketing Claims,promotional_text
949,www.kraftheinz.com/contact,en,Emails or Website URL,contact_info
950,Vor direkter Sonneneinstrahlung schützen,de,Storage Instructions,storage_guidance
951,750ml ℮,ja,Net Quantity of Contents,weight_volume
952,MINDESTHALTBAR BIS: 04/2027,de,Sell-By / Best-Before / Expiry Dates,expiry_date
953,Po otwarciu przechowywać w lodówce i zużyć w ciągu 3 dni,pl,Storage Instructions,storage_guidance
954,DA CONSUMARSI PREFERIBILMENTE ENTRO: 03/2027,it,Sell-By / Best-Before / Expiry Dates,expiry_date
955,Halal Certified,en,Certifications,certification_mark
956,وصفة جديدة ومحسّنة!,ar,Marketing Claims,promotional_text
957,D Vitamini kaynağı,tr,Nutritional and Health Claims,health_claim
958,Enriquecido com ferro,pt,Nutritional and Health Claims,health_claim
959,Готовить при 180°C 25 минут,ru,Usage Instructions,preparation_guide
960,농장 신선 품질,ko,Marketing Claims,promotional_text
961,À CONSOMMER DE PRÉFÉRENCE AVANT FIN: 01/2027,fr,Sell-By / Best-Before / Expiry Dates,expiry_date
962,CONSUMIR PREFERENTEMENTE ANTES DE: 06/2027,es,Sell-By / Best-Before / Expiry Dates,expiry_date
963,Dilute with water in 1:3 ratio,en,Usage Instructions,preparation_guide
964,EU-Bio-Zertifikat,de,Certifications,certification_mark
965,"Contiene: Latte, Soia, Grano, Uova",it,Allergy Labeling,allergen_warning
966,Reich an Omega-3,de,Nutritional and Health Claims,health_claim
967,250ml,ja,Net Quantity of Contents,weight_volume
968,1.5L,ja,Net Quantity of Contents,weight_volume
969,소비기한: 11/2026,ko,Sell-By / Best-Before / Expiry Dates,expiry_date
970,Val: 06/2027,pt,Sell-By / Best-Before / Expiry Dates,expiry_date
971,www.motherdairy.com,hi,Emails or Website URL,contact_info
972,Годен до: 06/2027,ru,Sell-By / Best-Before / Expiry Dates,expiry_date
973,CADUCIDAD: 04/2027,es,Sell-By / Best-Before / Expiry Dates,expiry_date
974,DA CONSUMARSI PREFERIBILMENTE ENTRO: 01/2027,it,Sell-By / Best-Before / Expiry Dates,expiry_date
975,O cálcio contribui para a manutenção de ossos normais,pt,Nutritional and Health Claims,health_claim
976,Wykonane z prawdziwych owoców,pl,Marketing Claims,promotional_text
977,İÇERİR: BALIK,tr,Allergy Labeling,allergen_warning
978,контакт@бренд.ru,ru,Emails or Website URL,contact_info
979,Хранить в прохладном сухом месте,ru,Storage Instructions,storage_guidance
980,联系我们: brand.cn,zh,Emails or Website URL,contact_info
981,Netto inhoud: 1 kg,nl,Net Quantity of Contents,weight_volume
982,PESO NETTO 500g,it,Net Quantity of Contents,weight_volume
983,Fettarm,de,Nutritional and Health Claims,health_claim
984,Nova Receita Melhorada!,pt,Marketing Claims,promotional_text
985,750ml ℮,zh,Net Quantity of Contents,weight_volume
986,مسببات الحساسية: يحتوي على الغلوتين,ar,Allergy Labeling,allergen_warning
987,बिना चीनी मिलाई,hi,Nutritional and Health Claims,health_claim
988,GDO İçermez Onaylı,tr,Certifications,certification_mark
989,製造日：2026年7月,ja,Sell-By / Best-Before / Expiry Dates,expiry_date
990,"Elaborado por Mercadona S.A., Avenida de la Foia, 46940 Manises, Valencia",es,Manufacturer Name and Address,manufacturer_info
991,Feito com Frutas Reais,pt,Marketing Claims,promotional_text
992,रेनफॉरेस्ट एलायंस प्रमाणित,hi,Certifications,certification_mark
993,Kosher,pt,Certifications,certification_mark
994,"СОСТАВ: Мука пшеничная, Сахар, Пальмовое масло, Соль, Разрыхлители (E500, E503)",ru,Ingredients,ingredient_list
995,contact@nestle.com,en,Emails or Website URL,contact_info
996,Enriquecido con hierro,es,Nutritional and Health Claims,health_claim
997,"Una vez abierto, refrigerar y consumir en 3 días",es,Storage Instructions,storage_guidance
998,e 400g,de,Net Quantity of Contents,weight_volume
999,Netto gewicht 500g,nl,Net Quantity of Contents,weight_volume
1000,"Hergestellt von Ferrero Deutschland GmbH, Hainer Weg 120, 60599 Frankfurt",de,Manufacturer Name and Address,manufacturer_info
1001,储存于25°C以下,zh,Storage Instructions,storage_guidance
1002,Certificado Rainforest Alliance,pt,Certifications,certification_mark
1003,"Ingredients: Rice (80%), Corn, Vitamin E (tocopherol), Iron, Niacin",en,Ingredients,ingredient_list
1004,Nach dem Öffnen gekühlt lagern und innerhalb von 3 Tagen verbrauchen,de,Storage Instructions,storage_guidance
1005,Uiterste gebruiksdatum: 12/2026,nl,Sell-By / Best-Before / Expiry Dates,expiry_date
1006,Gemaakt met Echt Fruit,nl,Marketing Claims,promotional_text
1007,添加铁,zh,Nutritional and Health Claims,health_claim
1008,Sodio reducido,es,Nutritional and Health Claims,health_claim
1009,오리온 초코파이,ko,Product Name and Identity,brand_product
1010,PESO NETTO: 1 kg,it,Net Quantity of Contents,weight_volume
1011,프리미엄 품질,ko,Marketing Claims,promotional_text
1012,No congelar. Mantener refrigerado.,es,Storage Instructions,storage_guidance
1013,"Voedingswaarde per 100g: Energie 400kcal, Vetten 15g (waarvan verzadigd 7g), Koolhydraten 60g (suikers 25g), Eiwitten 8g, Zout 0,5g",nl,Nutritional Fact Label,nutrition_table
1014,"제조자: CJ제일제당, 서울특별시 중구 동호로 330",ko,Manufacturer Name and Address,manufacturer_info
1015,ごまを使用した設備で製造,ja,Allergy Labeling,allergen_warning
1016,يفضل استهلاكه قبل: 10/2027,ar,Sell-By / Best-Before / Expiry Dates,expiry_date
1017,非遺伝子組換え認証,ja,Certifications,certification_mark
1018,食物繊維が豊富,ja,Nutritional and Health Claims,health_claim
1019,販売者：セブン-イレブン・ジャパン、東京都千代田区二番町8-8,ja,Manufacturer Name and Address,manufacturer_info
1020,مصنوع من فاكهة حقيقية,ar,Marketing Claims,promotional_text
1021,Organic Whole Milk - 2% Fat,en,Product Name and Identity,brand_product
1022,Contenance: 330 ml,fr,Net Quantity of Contents,weight_volume
1023,Allergènes: Contient du GLUTEN,fr,Allergy Labeling,allergen_warning
1024,Campina Magere Melk,nl,Product Name and Identity,brand_product
1025,DA CONSUMARSI PREFERIBILMENTE ENTRO: 11/2027,it,Sell-By / Best-Before / Expiry Dates,expiry_date
1026,Excellent Source of Protein,en,Nutritional and Health Claims,health_claim
1027,0-4°Cで冷蔵保存してください,ja,Storage Instructions,storage_guidance
1028,Jakość premium,pl,Marketing Claims,promotional_text
1029,Sans sucres ajoutés,fr,Nutritional and Health Claims,health_claim
1030,www.ferrero.it,it,Emails or Website URL,contact_info
1031,बिना कृत्रिम रंग या स्वाद,hi,Marketing Claims,promotional_text
1032,ALLERGENE: Siehe Zutaten in FETTDRUCK,de,Allergy Labeling,allergen_warning
1033,最佳食用日期：2027年7月,zh,Sell-By / Best-Before / Expiry Dates,expiry_date
1034,濃厚でクリーミーな味わい,ja,Marketing Claims,promotional_text
1035,새롭게 개선된 레시피!,ko,Marketing Claims,promotional_text
1036,विटामिन डी का स्रोत,hi,Nutritional and Health Claims,health_claim
1037,Certificado Rainforest Alliance,es,Certifications,certification_mark
1038,جودة ممتازة,ar,Marketing Claims,promotional_text
1039,Годен до: 05/2027,ru,Sell-By / Best-Before / Expiry Dates,expiry_date
1040,Mikrodalga fırında yüksek güçte 2 dakika ısıtın,tr,Usage Instructions,preparation_guide
1041,May contain MUSTARD,en,Allergy Labeling,allergen_warning
1042,Hecho con Fruta Real,es,Marketing Claims,promotional_text
1043,180°C烤25分钟,zh,Usage Instructions,preparation_guide
1044,سخن لمدة دقيقتين في الميكروويف على طاقة عالية,ar,Usage Instructions,preparation_guide
1045,قد يحتوي على آثار الفول السوداني والمكسرات,ar,Allergy Labeling,allergen_warning
1046,Zuckerfrei,de,Nutritional and Health Claims,health_claim
1047,Add to 200ml boiling water and stir,en,Usage Instructions,preparation_guide
1048,PESO NETO 500g,es,Net Quantity of Contents,weight_volume
1049,Najlepiej spożyć przed: 06/2026,pl,Sell-By / Best-Before / Expiry Dates,expiry_date
1050,Voor gebruik goed schudden,nl,Usage Instructions,preparation_guide
1051,참깨를 다루는 시설에서 생산,ko,Allergy Labeling,allergen_warning
1052,공정무역 인증,ko,Certifications,certification_mark
1053,Сертифицировано Rainforest Alliance,ru,Certifications,certification_mark
1054,Uiterste gebruiksdatum: 09/2027,nl,Sell-By / Best-Before / Expiry Dates,expiry_date
1055,"Prodotto da Barilla G. e R. Fratelli S.p.A., Via Mantova 166, 43122 Parma",it,Manufacturer Name and Address,manufacturer_info
1056,Keep in original packaging until use,en,Storage Instructions,storage_guidance
1057,Verificado Sin OGM,es,Certifications,certification_mark
1058,비건 인증,ko,Certifications,certification_mark
1059,Mantener congelado a -18°C,es,Storage Instructions,storage_guidance
1060,Alergeny: Zawiera GLUTEN,pl,Allergy Labeling,allergen_warning
1061,Sans sucre,fr,Nutritional and Health Claims,health_claim
1062,Son Kullanma Tarihi: 08/2027,tr,Sell-By / Best-Before / Expiry Dates,expiry_date
1063,بدون ألوان أو نكهات صناعية,ar,Marketing Claims,promotional_text
1064,Naturalmente Delicioso,pt,Marketing Claims,promotional_text
1065,Val: 10/2027,pt,Sell-By / Best-Before / Expiry Dates,expiry_date
1066,ALÉRGENOS: Ver ingredientes em NEGRITO,pt,Allergy Labeling,allergen_warning
1067,Produced in a facility with CRUSTACEANS,en,Allergy Labeling,allergen_warning
1068,340 g,es,Net Quantity of Contents,weight_volume
1069,Sans OGM Vérifié,fr,Certifications,certification_mark
1070,Garder au frais à 0-4°C,fr,Storage Instructions,storage_guidance
1071,Bien agiter avant emploi,fr,Usage Instructions,preparation_guide
1072,Teneur réduite en sodium,fr,Nutritional and Health Claims,health_claim
1073,Sin azúcares añadidos,es,Nutritional and Health Claims,health_claim
1074,CADUCIDAD: 12/2027,es,Sell-By / Best-Before / Expiry Dates,expiry_date
1075,Fairtrade,en,Certifications,certification_mark
1076,"Produit par Danone, 17 Boulevard Haussmann, 75009 Paris, France",fr,Manufacturer Name and Address,manufacturer_info
1077,500 gramas,pt,Net Quantity of Contents,weight_volume
1078,Added Vitamins & Minerals,en,Nutritional and Health Claims,health_claim
1079,康师傅红烧牛肉面,zh,Product Name and Identity,brand_product
1080,Najlepiej spożyć przed: 06/2026,pl,Sell-By / Best-Before / Expiry Dates,expiry_date
1081,"द्वारा वितरित: मदर डेयरी, नोएडा, उत्तर प्रदेश",hi,Manufacturer Name and Address,manufacturer_info
1082,"1회 제공량: 열량 120kcal, 지방 3g, 탄수화물 22g, 단백질 2g",ko,Nutritional Fact Label,nutrition_table
1083,"INGREDIËNTEN: Tarwebloem, Suiker, Palmolie, Zout, Rijsmiddelen (E500, E503)",nl,Ingredients,ingredient_list
1084,Conservare in luogo fresco e asciutto,it,Storage Instructions,storage_guidance
1085,"Store in a cool place, preferably in refrigerator",en,Storage Instructions,storage_guidance
1086,Neues verbessertes Rezept!,de,Marketing Claims,promotional_text
1087,असली फल से बना,hi,Marketing Claims,promotional_text
1088,Agitar bem antes de usar,pt,Usage Instructions,preparation_guide
1089,नेस्ले मैगी नूडल्स,hi,Product Name and Identity,brand_product
1090,Aceite de Oliva Virgen Extra,es,Product Name and Identity,brand_product
1091,Le calcium contribue au maintien d'une ossature normale,fr,Nutritional and Health Claims,health_claim
1092,Calentar durante 2 minutos en microondas a potencia máxima,es,Usage Instructions,preparation_guide
1093,القيمة الغذائية لكل 100 جرام: طاقة 400 سعرة حرارية، دهون 15 جم، كربوهيدرات 60 جم، بروتين 8 جم، ملح 0.5 جم,ar,Nutritional Fact Label,nutrition_table
1094,750ml ℮,nl,Net Quantity of Contents,weight_volume
1095,Może zawierać śladowe ilości ORZECHÓW ZIEMNYCH i ORZECHÓW,pl,Allergy Labeling,allergen_warning
1096,制造商：蒙牛乳业，内蒙古和林格尔县盛乐经济园区,zh,Manufacturer Name and Address,manufacturer_info
1097,Certificado Orgánico,es,Certifications,certification_mark
1098,Ohne Zuckerzusatz,de,Nutritional and Health Claims,health_claim
1099,معتمد HACCP,ar,Certifications,certification_mark
1100,방문: www.cj.co.kr,ko,Emails or Website URL,contact_info
